Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
40006#D41#Neoplasm of uncertain or unknown behaviour of urinary organs,European,flexdmg,Chapter II Neoplasms,0.067,221908,959,1,0.00104275286757039,220949,15,0.0000678889698527715,15.3747,2.0288,116.5121
40006#D414#Neoplasm of uncertain or unknown behaviour: Bladder,European,flexdmg,Chapter II Neoplasms,0.0631,222526,905,1,0.00110497237569061,221621,15,0.0000676831166721565,16.3426,2.1564,123.8548
40011#9680#Malignant lymphoma| large B-cell| diffuse,European,flexdmg,Chapter II Neoplasms,0.091,381879,1137,1,0.000879507475813544,380742,31,0.0000814199641752158,10.8107,1.4745,79.2616
40011#9698#Follicular lymphoma| grade 3,European,flexdmg,Chapter II Neoplasms,0.0069,459449,96,1,0.0104166666666667,459353,32,0.0000696632001967985,151.0924,20.4374,1117.0156
41202#Block C81-C96#C81-C96 Malignant neoplasms stated or presumed to be primary of lymphoid haematopoietic and related tissue,European,flexdmg,Chapter II Neoplasms,0.0948,265000,6276,2,0.000318674314850223,258724,20,0.0000773024535798766,4.1234,0.9636,17.6454
41202#C348#Malignant neoplasm: Overlapping lesion of bronchus and lung,European,flexdmg,Chapter II Neoplasms,0.0025,318016,31,1,0.032258064516129,317985,25,0.0000786200606946869,423.9467,55.646,3229.8984
41202#C82#Follicular lymphoma,European,flexdmg,Chapter II Neoplasms,0.0623,318773,788,1,0.00126903553299492,317985,25,0.0000786200606946869,16.1606,2.187,119.4164
41202#C823#Follicular lymphoma grade IIIa,European,flexdmg,Chapter II Neoplasms,0.0069,254381,80,1,0.0125,254301,21,0.0000825793056260101,153.2731,20.3689,1153.3571
41202#C851#B-cell lymphoma unspecified,European,flexdmg,Chapter II Neoplasms,0.0447,260254,625,1,0.0016,259629,18,0.000069329697375871,23.1135,3.0808,173.4098
41202#D43#Neoplasm of uncertain or unknown behaviour of brain and central nervous system,European,flexdmg,Chapter II Neoplasms,0.0262,279791,323,1,0.00309597523219814,279468,22,0.0000787209984685188,39.4475,5.3012,293.5355
41202#D430#Neoplasm of uncertain or unknown behaviour: Brain supratentorial,European,flexdmg,Chapter II Neoplasms,0.0072,318073,88,1,0.0113636363636364,317985,25,0.0000786200606946869,146.1885,19.5909,1090.87
Union#C184#Malignant neoplasm: Transverse colon,European,flexdmg,Chapter II Neoplasms,0.0624,274488,706,1,0.00141643059490085,273782,24,0.0000876609857477847,16.1796,2.1858,119.7648
Union#C348#Malignant neoplasm: Overlapping lesion of bronchus and lung,European,flexdmg,Chapter II Neoplasms,0.006,273848,66,1,0.0151515151515152,273782,24,0.0000876609857477847,175.4859,23.3926,1316.4539
Union#C822#Follicular lymphoma grade III unspecified,European,flexdmg,Chapter II Neoplasms,0.0145,273942,160,1,0.00625,273782,24,0.0000876609857477847,71.7395,9.6465,533.5174
Union#C823#Follicular lymphoma grade IIIa,European,flexdmg,Chapter II Neoplasms,0.0083,273873,91,1,0.010989010989011,273782,24,0.0000876609857477847,126.7398,16.9637,946.9033
Union#C85#Other and unspecified types of non-Hodgkin lymphoma,European,flexdmg,Chapter II Neoplasms,0.0237,243201,2649,2,0.000755001887504719,240552,20,0.00008314210648841,9.087,2.1229,38.8971
Union#C851#B-cell lymphoma unspecified,European,flexdmg,Chapter II Neoplasms,0.0968,234547,953,1,0.00104931794333683,233594,24,0.000102742364958004,10.2228,1.3815,75.6447
Union#D43#Neoplasm of uncertain or unknown behaviour of brain and central nervous system,European,flexdmg,Chapter II Neoplasms,0.0545,242940,591,1,0.00169204737732657,242349,22,0.0000907781752761513,18.6693,2.5123,138.7337
Union#D430#Neoplasm of uncertain or unknown behaviour: Brain supratentorial,European,flexdmg,Chapter II Neoplasms,0.0108,273901,119,1,0.00840336134453782,273782,24,0.0000876609857477847,96.666,12.9711,720.3969
130627#Source of report of D52 (Folate deficiency anaemia),European,flexdmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0712,377239,994,1,0.00100603621730382,376245,27,0.0000717617509867241,14.0322,1.9049,103.3679
130661#Source of report of D70 (Agranulocytosis),European,flexdmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0123,436140,7279,3,0.000412144525346888,428861,26,0.0000606257038993986,6.8006,2.0579,22.4736
Union#Block D70-D77#D70-D77 Other diseases of blood and blood-forming organs,European,flexdmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0087,368094,10448,4,0.000382848392036753,357646,25,0.0000699015227347713,5.4787,1.9064,15.7452
Union#D52#Folate deficiency anaemia,European,flexdmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0702,301157,994,1,0.00100603621730382,300163,21,0.0000699619873202227,14.3932,1.9341,107.1092
Union#D529#Folate deficiency anaemia unspecified,European,flexdmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0646,289080,803,1,0.0012453300124533,288277,23,0.0000797843740568967,15.6269,2.1078,115.8561
Union#D688#Other specified coagulation defects,European,flexdmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0182,294529,235,1,0.00425531914893617,294294,22,0.0000747551767959931,57.1624,7.6733,425.8306
Union#D70#Agranulocytosis,European,flexdmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0146,339444,7345,3,0.000408441116405718,332099,21,0.0000632341560799641,6.4614,1.9269,21.6674
Union#D758#Other specified diseases of blood and blood-forming organs,European,flexdmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0274,358028,382,1,0.00261780104712042,357646,25,0.0000699015227347713,37.5455,5.0744,277.7976
130713#Source of report of E13 (Other specified diabetes mellitus),European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0377,384732,527,1,0.00189753320683112,384205,27,0.0000702749834072956,27.051,3.669,199.4414
130727#Source of report of E23 (Hypofunction and other disorders of pituitary gland),European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0844,413813,1175,1,0.000851063829787234,412638,30,0.0000727029502857226,11.7152,1.5963,85.9793
130775#Source of report of E55 (Vitamin D deficiency),European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0066,387647,6003,3,0.000499750124937531,381644,22,0.0000576453448763769,8.6732,2.5952,28.9858
41202#E870#Hyperosmolality and hypernatraemia,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0068,442548,92,1,0.0108695652173913,442456,32,0.0000723235756775815,151.9313,20.5418,1123.7166
Union#Block E50-E64#E50-E64 Other nutritional deficiencies,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0525,249439,9727,3,0.000308419862239128,239712,19,0.000079261780803631,3.892,1.1515,13.1546
Union#E13#Other specified diabetes mellitus,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0426,205978,527,1,0.00189753320683112,205451,16,0.0000778774500975902,24.4101,3.2312,184.4038
Union#E139#Other specified diabetes mellitus Without complications,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0344,210409,460,1,0.00217391304347826,209949,15,0.0000714459225811983,30.4915,4.0193,231.3191
Union#E211#Secondary hyperparathyroidism not elsewhere classified,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0154,207244,201,1,0.00497512437810945,207043,15,0.0000724487183821718,69.0093,9.0722,524.9298
Union#E213#Hyperparathyroidism unspecified,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0771,194468,1037,1,0.000964320154291225,193431,14,0.0000723772301234032,13.3354,1.7519,101.5078
Union#E232#Diabetes insipidus,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0124,253078,158,1,0.00632911392405063,252920,19,0.0000751225684010754,84.7808,11.2805,637.188
Union#E539#Vitamin B deficiency unspecified,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0149,253110,190,1,0.00526315789473684,252920,19,0.0000751225684010754,70.4263,9.3802,528.7609
Union#E55#Vitamin D deficiency,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0154,224785,6003,3,0.000499750124937531,218782,17,0.0000777029188872942,6.4343,1.8851,21.9618
Union#E559#Vitamin D deficiency unspecified,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0069,226580,5339,3,0.000561902978085784,221241,14,0.0000632794102358966,8.8841,2.5523,30.924
Union#E782#Mixed hyperlipidaemia,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0321,175252,408,1,0.00245098039215686,174844,13,0.0000743519937773101,33.0431,4.3124,253.1862
Union#E878#Other disorders of electrolyte and fluid balance not elsewhere classified,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.057,253663,743,1,0.00134589502018843,252920,19,0.0000751225684010754,17.9388,2.3983,134.1788
130841#Source of report of F02 (Dementia in other diseases classified elsewhere),European,flexdmg,Chapter V Mental and behavioural disorders,0.0796,319909,1059,1,0.000944287063267233,318850,24,0.0000752705033714913,12.5562,1.697,92.9014
130849#Source of report of F06 (Other mental disorders due to brain damage and dysfunction and to physical disease),European,flexdmg,Chapter V Mental and behavioural disorders,0.0961,381082,1537,1,0.000650618087182824,379545,24,0.0000632336086630044,10.2952,1.3918,76.151
20002#1243#psychological|psychiatric problem,European,flexdmg,Chapter V Mental and behavioural disorders,0.0351,387378,34754,6,0.000172641998043391,352624,22,0.0000623894006080131,2.7675,1.1221,6.8258
20002#1286#depression,European,flexdmg,Chapter V Mental and behavioural disorders,0.0884,369647,26448,4,0.00015124016938899,343199,20,0.0000582752280746739,2.5955,0.8871,7.5943
20002#1287#anxiety|panic attacks,European,flexdmg,Chapter V Mental and behavioural disorders,0.0716,358641,6334,2,0.000315756236185665,352307,23,0.0000652839710820393,4.8379,1.1403,20.5245
20002#1291#mania|bipolar disorder|manic depression,European,flexdmg,Chapter V Mental and behavioural disorders,0.0884,459351,1287,1,0.000777000777000777,458064,32,0.0000698592336442069,11.1302,1.5197,81.5167
Union#F02#Dementia in other diseases classified elsewhere,European,flexdmg,Chapter V Mental and behavioural disorders,0.0588,192607,1059,1,0.000944287063267233,191548,10,0.0000522062355127696,18.1038,2.3154,141.553
Union#F023#Dementia in Parkinson disease,European,flexdmg,Chapter V Mental and behavioural disorders,0.0252,182655,466,1,0.00214592274678112,182189,9,0.0000493992502291576,43.5317,5.5039,344.3
Union#F028#Dementia in other specified diseases classified elsewhere,European,flexdmg,Chapter V Mental and behavioural disorders,0.022,188693,465,1,0.0021505376344086,188228,8,0.0000425016469388189,50.7058,6.3291,406.2342
Union#F05#Delirium not induced by alcohol and other psychoactive substances,European,flexdmg,Chapter V Mental and behavioural disorders,0.0667,229178,8211,2,0.000243575691146024,220967,10,0.0000452556264057529,5.3833,1.1793,24.5735
Union#F059#Delirium unspecified,European,flexdmg,Chapter V Mental and behavioural disorders,0.0384,223278,5415,2,0.000369344413665743,217863,11,0.0000504904458306367,7.3175,1.6215,33.0219
Union#F06#Other mental disorders due to brain damage and dysfunction and to physical disease,European,flexdmg,Chapter V Mental and behavioural disorders,0.0836,229713,1537,1,0.000650618087182824,228176,12,0.0000525909823995512,12.3787,1.6085,95.2615
Union#F067#Mild cognitive disorder,European,flexdmg,Chapter V Mental and behavioural disorders,0.0602,224406,1158,1,0.000863557858376511,223248,11,0.0000492725578728589,17.5404,2.2627,135.9757
Union#F09#Unspecified organic or symptomatic mental disorder,European,flexdmg,Chapter V Mental and behavioural disorders,0.0258,243004,34778,6,0.000172522859278854,208226,11,0.000052827216581983,3.2662,1.2078,8.8324
40002#Block G20-G26#G20-G26 Extrapyramidal and movement disorders,European,flexdmg,Chapter VI Diseases of the nervous system,0.0369,296150,505,1,0.00198019801980198,295645,21,0.0000710311353143128,27.9312,3.7499,208.0484
40002#Block G30-G32#G30-G32 Other degenerative diseases of the nervous system,European,flexdmg,Chapter VI Diseases of the nervous system,0.0367,368924,530,1,0.00188679245283019,368394,25,0.0000678621258761,27.854,3.7672,205.9452
40002#G20#Parkinson disease,European,flexdmg,Chapter VI Diseases of the nervous system,0.0376,295941,472,1,0.00211864406779661,295469,23,0.0000778423455590942,27.2728,3.6755,202.3671
40002#G31#Other degenerative diseases of nervous system not elsewhere classified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0116,306750,149,1,0.00671140939597315,306601,23,0.0000750160632222335,90.064,12.0841,671.2564
40002#G318#Other specified degenerative diseases of nervous system,European,flexdmg,Chapter VI Diseases of the nervous system,0.0073,290495,102,1,0.00980392156862745,290393,20,0.0000688721835581436,143.749,19.1101,1081.3022
41202#Block G30-G32#G30-G32 Other degenerative diseases of the nervous system,European,flexdmg,Chapter VI Diseases of the nervous system,0.0688,350855,861,1,0.00116144018583043,349994,28,0.000080001371452082,14.5335,1.9751,106.9402
41202#G25#Other extrapyramidal and movement disorders,European,flexdmg,Chapter VI Diseases of the nervous system,0.021,419340,278,1,0.00359712230215827,419062,31,0.0000739747340488997,48.7983,6.6383,358.7188
41202#G259#Extrapyramidal and movement disorder unspecified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0024,419094,32,1,0.03125,419062,31,0.0000739747340488997,436.0364,57.7132,3294.3551
41202#G31#Other degenerative diseases of nervous system not elsewhere classified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0265,301273,324,1,0.00308641975308642,300949,24,0.0000797477313431844,38.819,5.2358,287.81
41202#G318#Other specified degenerative diseases of nervous system,European,flexdmg,Chapter VI Diseases of the nervous system,0.0129,309721,161,1,0.0062111801242236,309560,24,0.0000775293965628634,80.6083,10.8394,599.4509
Union#G258#Other specified extrapyramidal and movement disorders,European,flexdmg,Chapter VI Diseases of the nervous system,0.0939,256925,1203,1,0.000831255195344971,255722,20,0.0000782099310970507,10.6365,1.4263,79.3204
Union#G259#Extrapyramidal and movement disorder unspecified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0061,299012,79,1,0.0126582278481013,298933,22,0.0000735950865244051,174.1906,23.1929,1308.2609
Union#G318#Other specified degenerative diseases of nervous system,European,flexdmg,Chapter VI Diseases of the nervous system,0.0742,242750,890,1,0.00112359550561798,241860,20,0.0000826924667162822,13.6018,1.8234,101.462
131211#Source of report of H53 (Visual disturbances),European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0708,450364,13137,3,0.000228362639872117,437227,30,0.000068614243859597,3.3287,1.0158,10.9087
131217#Source of report of H57 (Other disorders of eye and adnexa),European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0942,411002,7600,2,0.000263157894736842,403402,26,0.0000644518371252497,4.0838,0.9691,17.2095
41202#H024#Ptosis of eyelid,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0966,325116,1936,1,0.000516528925619835,323180,16,0.000049508014109784,10.4381,1.3835,78.7501
41202#H041#Other disorders of lacrimal gland,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0155,260233,270,1,0.0037037037037037,259963,14,0.0000538538176586668,69.0252,9.0445,526.781
41202#H045#Stenosis and insufficiency of lacrimal passages,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0796,296262,1532,1,0.000652741514360313,294730,15,0.0000508940386116106,12.8332,1.6941,97.2164
41202#H250#Senile incipient cataract,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0478,344151,4832,2,0.000413907284768212,339319,23,0.0000677828238324409,6.1085,1.4397,25.9168
41202#H402#Primary angle-closure glaucoma,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0626,308129,1046,1,0.000956022944550669,307083,18,0.000058616074481492,16.3246,2.1772,122.4001
Union#H250#Senile incipient cataract,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0365,256513,5226,2,0.000382701875239189,251287,13,0.0000517336750408895,7.4,1.6695,32.8009
Union#H402#Primary angle-closure glaucoma,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0889,231033,1785,1,0.000560224089635854,229248,11,0.0000479829704075935,11.6815,1.5073,90.5305
Union#H53#Visual disturbances,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0497,296060,13137,3,0.000228362639872117,282923,16,0.0000565524895466258,4.0388,1.1767,13.8627
Union#H57#Other disorders of eye and adnexa,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.081,254795,7600,2,0.000263157894736842,247195,14,0.0000566354497461518,4.6475,1.056,20.4529
131225#Source of report of H61 (Other disorders of external ear),European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0505,389973,28586,5,0.000174910795494298,361387,23,0.0000636436839177945,2.7486,1.0449,7.2304
131241#Source of report of H71 (Cholesteatoma of middle ear),European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0544,410192,716,1,0.00139664804469274,409476,31,0.0000757065127138098,18.4726,2.5183,135.504
131263#Source of report of H92 (Otalgia and effusion of ear),European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0245,389235,15051,4,0.000265763072221115,374184,25,0.0000668120496867851,3.9786,1.3844,11.4334
41202#H71#Cholesteatoma of middle ear,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0395,390475,542,1,0.0018450184501845,389933,28,0.0000718072079049478,25.7397,3.4958,189.5228
Union#H61#Other disorders of external ear,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0641,188586,28586,5,0.000174910795494298,160000,10,0.0000625,2.7989,0.9566,8.1893
Union#H71#Cholesteatoma of middle ear,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0456,169011,716,1,0.00139664804469274,168295,10,0.000059419471760896,23.5364,3.0089,184.1083
Union#H911#Presbycusis,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0554,176906,914,1,0.00109409190371991,175992,10,0.0000568207645802082,19.2751,2.4648,150.733
Union#H92#Otalgia and effusion of ear,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0147,209946,15051,4,0.000265763072221115,194895,10,0.0000513096795710511,5.1807,1.6246,16.5206
131287#Source of report of I10 (Essential (primary) hypertension) hypertension),European,flexdmg,Chapter IX Diseases of the circulatory system,0.0516,399403,183262,7,0.000038196680162827,216141,20,0.0000925321896354694,0.4128,0.1745,0.9762
131307#Source of report of I25 (Chronic ischaemic heart disease),European,flexdmg,Chapter IX Diseases of the circulatory system,0.0622,306737,50351,0,0,256386,20,0.0000780073794981005,0,,
20002#1065#hypertension,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0139,374038,122228,3,0.0000245442942697254,251810,24,0.0000953099559191454,0.2575,0.0775,0.8552
20002#1066#heart|cardiac problem,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0642,237474,33035,0,0,204439,23,0.000112502996003698,0,,
40002#I64#Stroke not specified as haemorrhage or infarction,European,flexdmg,Chapter IX Diseases of the circulatory system,0.053,313856,711,1,0.00140646976090014,313145,23,0.0000734484024972457,19.1746,2.5859,142.1806
41202#Block I20-I25#I20-I25 Ischaemic heart diseases,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0941,253931,39005,0,0,214926,17,0.0000790969915226636,0,,
41202#I67#Other cerebrovascular diseases,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0704,348822,877,1,0.00114025085518814,347945,28,0.000080472488468005,14.1845,1.9278,104.3701
41202#I678#Other specified cerebrovascular diseases,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0181,247709,181,1,0.00552486187845304,247528,24,0.0000969587279014899,57.2926,7.7093,425.7785
41202#I78#Diseases of capillaries,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0443,348489,544,1,0.00183823529411765,347945,28,0.000080472488468005,22.8833,3.1079,168.4895
41202#I781#Naevus non-neoplastic,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0371,348399,454,1,0.00220264317180617,347945,28,0.000080472488468005,27.4296,3.724,202.0354
6150#4#High blood pressure,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0672,403783,123399,4,0.0000324151735427354,280384,25,0.000089163433006163,0.3635,0.1265,1.0446
Union#Block I10-I15#I10-I15 Hypertensive diseases,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0266,291188,145436,5,0.0000343793833713799,145752,16,0.000109775509083923,0.3132,0.1147,0.8549
Union#Block I20-I25#I20-I25 Ischaemic heart diseases,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0074,175494,57794,0,0,117700,14,0.000118946474086661,0,,
Union#Block I30-I52#I30-I52 Other forms of heart disease,European,flexdmg,Chapter IX Diseases of the circulatory system,0.061,201852,73036,3,0.0000410756339339504,128816,17,0.000131971183703888,0.3112,0.0912,1.062
Union#Chapter IX#Chapter IX Diseases of the circulatory system,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0442,367703,217403,10,0.0000459975253331371,150300,16,0.00010645375914837,0.4321,0.1961,0.9521
Union#I10#Essential (primary) hypertension,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0466,335882,188129,7,0.0000372085111811576,147753,14,0.0000947527292170041,0.3927,0.1585,0.9729
Union#I20#Angina pectoris,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0807,155587,34976,0,0,120611,12,0.000099493412706967,0,,
Union#I25#Chronic ischaemic heart disease,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0078,162796,50351,0,0,112445,14,0.000124505313708924,0,,
Union#I251#Atherosclerotic heart disease,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0766,141785,35753,0,0,106032,11,0.000103742266485589,0,,
Union#I519#Heart disease unspecified,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0868,154859,34591,0,0,120268,13,0.000108091928027405,0,,
Union#I693#Sequelae of cerebral infarction,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0957,127209,981,1,0.00101936799184506,126228,12,0.0000950660709192889,10.7327,1.3942,82.6233
Union#I84#Haemorrhoids,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0962,187527,28884,0,0,158643,18,0.000113462302150111,0,,
Union#I871#Compression of vein,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0391,140000,328,1,0.00304878048780488,139672,16,0.000114554098172862,26.6927,3.5295,201.8697
131491#Source of report of J43 (Emphysema),European,flexdmg,Chapter X Diseases of the respiratory system,0.0746,361937,5636,2,0.00035486160397445,356301,27,0.0000757786253757357,4.6842,1.1136,19.7031
40001#Block J40-J47#J40-J47 Chronic lower respiratory diseases,European,flexdmg,Chapter X Diseases of the respiratory system,0.0865,352177,1383,1,0.000723065798987708,350794,22,0.0000627148696956048,11.537,1.554,85.6534
40001#J44#Other chronic obstructive pulmonary disease,European,flexdmg,Chapter X Diseases of the respiratory system,0.086,340274,1132,1,0.00088339222614841,339142,26,0.0000766640522259113,11.5322,1.5635,85.058
40001#J440#Chronic obstructive pulmonary disease with acute lower respiratory infection,European,flexdmg,Chapter X Diseases of the respiratory system,0.0393,321181,495,1,0.00202020202020202,320686,25,0.0000779578777994674,25.9645,3.5112,191.9992
40002#Block J20-J22#J20-J22 Other acute lower respiratory infections,European,flexdmg,Chapter X Diseases of the respiratory system,0.0487,340208,606,1,0.00165016501650165,339602,27,0.0000795048321270193,20.7882,2.8203,153.2306
40002#J22#Unspecified acute lower respiratory infection,European,flexdmg,Chapter X Diseases of the respiratory system,0.0415,339642,600,1,0.00166666666666667,339042,23,0.0000678382029365093,24.6076,3.3178,182.5118
41202#J188#Other pneumonia organism unspecified,European,flexdmg,Chapter X Diseases of the respiratory system,0.0026,405336,36,1,0.0277777777777778,405300,28,0.0000690846286701209,413.5429,54.748,3123.7275
41202#J189#Pneumonia unspecified,European,flexdmg,Chapter X Diseases of the respiratory system,0.0934,331174,7433,2,0.000269070361899637,323741,21,0.0000648666681081482,4.1489,0.9726,17.698
41202#J329#Chronic sinusitis unspecified,European,flexdmg,Chapter X Diseases of the respiratory system,0.0887,406600,1300,1,0.000769230769230769,405300,28,0.0000690846286701209,11.1424,1.5149,81.9571
41202#J338#Other polyp of sinus,European,flexdmg,Chapter X Diseases of the respiratory system,0.0426,291162,633,1,0.00157977883096367,290529,19,0.0000653979465044798,24.193,3.2337,180.9999
41202#J84#Other interstitial pulmonary diseases,European,flexdmg,Chapter X Diseases of the respiratory system,0.0764,310513,1232,1,0.000811688311688312,309281,19,0.0000614328070589529,13.2225,1.7687,98.8516
41202#J841#Other interstitial pulmonary diseases with fibrosis,European,flexdmg,Chapter X Diseases of the respiratory system,0.0715,294037,908,1,0.00110132158590308,293129,23,0.0000784637480426706,14.0504,1.8954,104.1538
